bucket_size=250000, num_buckets=32
Throughput statistics:
0,0.0,0.0,0.0
250000,0.0,0.0,0.0
500000,0.0,0.0,0.0
750000,0.0,0.0,0.0
1000000,0.0,0.0,0.0
1250000,0.0,0.0,0.0
1500000,0.0,0.0,0.0
1750000,0.0,0.0,0.0
2000000,0.0,0.0,0.0
2250000,1.5777777777777777,0.8477038090130485,0.08935582725605352
2500000,7.877777777777778,0.7317483723244628,0.07713305102220741
2750000,8.133333333333333,0.42926642417192185,0.0452486541139744
3000000,8.133333333333333,0.34183904485045247,0.036032999163462746
3250000,8.044444444444444,0.39408865457586856,0.04154059161636941
3500000,8.222222222222221,0.4687486995404349,0.04941045135965657
3750000,8.077777777777778,0.34275086040681646,0.03612911296226554
4000000,8.055555555555555,0.4586524255257996,0.04834621063407591
4250000,8.144444444444444,0.43861659721311447,0.0462342488915368
4500000,8.088888888888889,0.3561480705967151,0.0375413029120021
4750000,8.11111111111111,0.38055088526982883,0.04011358543486932
5000000,8.11111111111111,0.40901208587523424,0.04311365939673747
5250000,8.11111111111111,0.40901208587523424,0.04311365939673747
5500000,8.144444444444444,0.38398007647024135,0.04047505392571967
5750000,8.088888888888889,0.3864108672153545,0.04073128176804685
6000000,8.155555555555555,0.36446393175876635,0.03841787164459598
6250000,8.11111111111111,0.34978145486473533,0.036870202688664894
6500000,8.044444444444444,0.33220783771714224,0.03501778079152537
6750000,8.177777777777777,0.38446746411276256,0.04052642909417924
7000000,8.222222222222221,0.41806880186893863,0.04406832108545017
7250000,8.044444444444444,0.36446393175876635,0.03841787164459598
7500000,8.155555555555555,0.4216370213557839,0.044444444444444446
7750000,8.144444444444444,0.35350924883761226,0.03726314667540286
8000000,8.077777777777778,0.34275086040681646,0.03612911296226554
8250000,8.122222222222222,0.41941044169375163,0.04420974234031678
8500000,8.066666666666666,0.328428330902384,0.03461938579263323
8750000,8.2,0.42926642417192185,0.0452486541139744
9000000,8.166666666666666,0.40363516734125976,0.04254688241805304
9250000,8.088888888888889,0.3561480705967151,0.0375413029120021
9500000,8.088888888888889,0.3561480705967151,0.0375413029120021
9750000,8.088888888888889,0.28617761611461456,0.030165769409316267
10000000,1.0,0.0,0.0
First execution statistics:
Mean: 2452623.466666667, Std: 35492.71518583668, Error: 3741.260677696344
